,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
3736,Anna Nagar,1711,2014-01-05,99,1,1,4,Family,0,2001-04-05,Others,NoSewr,Gravel,RM,14106990
3737,KK Nagar,1583,2011-12-08,62,2,1,4,AdjLand,0,1986-08-18,Others,NoSeWa,Gravel,RM,10848760
3738,Adyar,1274,2011-11-15,77,2,2,4,AbNormal,1,1989-11-20,House,NoSeWa,Paved,RL,10736530
3739,Karapakkam,1356,2011-01-30,158,2,2,4,Family,0,1966-10-02,House,AllPub,Gravel,I,6683750
3740,Chrompet,1144,2011-10-30,166,1,1,3,AdjLand,1,1975-08-11,House,NoSeWa,NoAccess,RL,8969400
3741,Chrompet,1129,2011-06-22,49,1,1,3,Family,0,1995-06-26,Others,ELO,NoAccess,RM,9117330
3742,Adyar,695,2007-10-29,86,1,1,2,AbNormal,1,1996-10-31,Commercial,ELO,NoAccess,I,9132865
3743,Chrompet,867,2010-06-07,108,1,1,3,AbNormal,1,1995-10-07,House,AllPub,NoAccess,RL,8325850
3744,KK Nagar,1501,2008-04-16,35,2,1,4,AbNormal,0,1982-04-23,House,AllPub,Gravel,RL,9155320
3745,Velachery,1896,2011-03-09,72,3,2,5,Partial,1,1996-06-09,Others,ELO,NoAccess,RM,11606300
3746,Karapakkam,1449,2011-02-09,46,2,2,4,Family,0,1993-06-09,House,NoSewr,NoAccess,C,5464000
3747,Anna Nagar,1700,2007-04-23,168,1,1,4,AbNormal,0,2002-04-24,Others,NoSeWa,NoAccess,RH,11926600
3748,Velachery,1829,2004-10-22,2,3,2,5,Partial,0,1989-10-26,House,AllPub,NoAccess,RH,8669050
3749,Chrompet,1178,2014-05-06,4,1,1,3,AbNormal,1,1980-06-13,Others,NoSewr,Paved,RL,10285360
3750,KK Nagar,1460,2009-04-21,118,2,1,4,Family,0,1993-04-25,House,AllPub,Paved,RM,9213320
3751,Anna Nagar,1807,2010-02-06,83,2,1,5,Partial,1,1973-11-06,House,NoSeWa,Paved,RM,13308490
3752,Adyar,1103,2012-04-19,193,1,1,3,Partial,1,1988-04-25,Commercial,ELO,Gravel,I,13089560
3753,Chrompet,992,2009-12-03,195,1,1,3,Normal Sale,0,1988-03-17,House,NoSewr,Gravel,RL,8611350
3754,Adyar,1268,2010-12-26,114,2,2,4,Normal Sale,0,1996-12-29,House,AllPub,Paved,RL,9952510
3755,Anna Nagar,1890,2012-12-16,101,2,1,5,AbNormal,0,1995-12-21,House,NoSeWa,NoAccess,RH,11505040
3756,Karapakkam,670,2011-01-04,163,1,1,2,Family,0,1995-05-04,House,NoSewr,Gravel,I,5136000
3757,Karapakkam,1236,2012-02-29,159,1,1,3,Partial,1,1996-04-03,House,NoSeWa,Gravel,I,7416000
3758,Karapakkam,1256,2010-09-03,22,1,1,3,AbNormal,0,1982-03-16,House,NoSewr,Paved,I,6081000
3759,Chrompet,1071,2008-09-01,60,1,1,3,Family,1,1992-01-13,Commercial,ELO,Gravel,RM,14402200
3760,Chrompet,1217,2014-06-27,87,2,1,4,AbNormal,1,2004-06-29,Others,ELO,Gravel,RM,11863790
3761,Karapakkam,1488,2009-09-09,146,2,2,4,AbNormal,1,1995-09-13,House,ELO,Gravel,A,6997500
3762,KK Nagar,2162,2010-12-01,85,3,2,5,Partial,1,1981-01-19,Commercial,NoSeWa,Paved,RL,17248780
3763,Velachery,1623,2008-04-01,15,2,1,4,AdjLand,1,1987-09-01,Commercial,ELO,Gravel,A,13518220
3764,Anna Nagar,1585,2013-05-13,135,1,1,4,AbNormal,0,1969-05-24,Commercial,ELO,Paved,RM,17934280
3765,KK Nagar,2237,2011-09-07,4,4,2,6,Normal Sale,0,1987-07-15,House,AllPub,Gravel,RM,12183080
3766,Karapakkam,1662,2012-07-03,100,2,2,4,AdjLand,0,1986-03-14,House,NoSeWa,NoAccess,RM,8532500
3767,Adyar,819,2010-02-12,44,1,1,3,Family,0,1974-11-12,Commercial,NoSeWa,NoAccess,RM,10569040
3768,KK Nagar,2348,2011-08-11,49,4,2,6,Family,0,1981-11-15,Others,AllPub,Gravel,RH,12021160
3769,Adyar,604,2008-08-13,105,1,1,2,Family,1,1981-08-20,Others,NoSeWa,Gravel,RM,9000305
3770,T Nagar,1849,2007-08-10,39,2,1,5,AdjLand,0,1977-10-15,House,AllPub,Paved,RH,12412950
3771,Karapakkam,1617,2011-03-17,53,2,2,4,AdjLand,1,1965-03-28,Others,ELO,Gravel,RL,10281375
3772,KK Nagar,1733,2008-09-17,148,2,1,4,AbNormal,0,1993-09-21,Commercial,NoSeWa,Gravel,RL,14773100
3773,Chrompet,802,2012-11-19,150,1,1,3,AbNormal,1,1977-11-28,Others,ELO,NoAccess,RH,7178990
3774,Adyar,1081,2009-08-31,158,1,1,3,AbNormal,0,1973-09-09,Commercial,ELO,Paved,C,10970740
3775,Adyar,1243,2011-11-08,21,2,2,4,Partial,1,1976-08-19,House,NoSewr,NoAccess,I,8270125
3776,Karapakkam,1430,2009-11-21,146,2,2,4,Normal Sale,0,1972-11-30,House,NoSeWa,Paved,RL,7514750
3777,KK Nagar,1707,2011-05-06,118,2,1,4,Partial,0,1985-11-06,Others,AllPub,Paved,RL,9737060
3778,KK Nagar,1317,2010-01-07,3,1,1,3,Family,0,2000-03-07,Commercial,NoSeWa,Gravel,RH,11665400
3779,Karapakkam,1128,2011-11-01,20,1,1,3,Normal Sale,1,1963-01-23,Others,ELO,Paved,A,5441000
3780,KK Nagar,2458,2011-08-07,172,4,2,6,Partial,0,1990-07-13,House,AllPub,Gravel,RH,11375820
3781,Chrompet,1091,2009-12-26,144,1,1,3,Partial,0,1987-01-01,Others,AllPub,NoAccess,RH,7697920
3782,Velachery,1795,2011-05-26,69,2,1,4,Normal Sale,1,1971-05-06,Others,AllPub,Gravel,RL,11809800
3783,KK Nagar,2481,2008-09-07,129,4,2,6,AdjLand,1,1995-07-13,House,NoSeWa,Gravel,RM,14276060
3784,Chrompet,1095,2012-02-16,81,1,1,3,AdjLand,1,1994-02-20,Commercial,NoSewr,Gravel,RH,13888700
3785,T Nagar,1759,2012-12-15,17,1,1,4,Family,0,1976-12-24,House,AllPub,Paved,RL,11863220
3786,Anna Nagar,1774,2008-03-05,7,1,1,4,Partial,1,1967-05-14,House,AllPub,Gravel,RM,13785170
3787,KK Nagar,2314,2010-05-01,27,4,2,6,AdjLand,1,1990-10-01,Others,NoSewr,Paved,RM,14159480
3788,Anna Nagar,1695,2013-06-06,98,1,1,4,AbNormal,1,1978-06-15,House,NoSewr,NoAccess,RL,11994050
3789,Chrompet,1099,2009-07-29,184,1,1,3,Partial,0,1978-06-08,Commercial,ELO,Gravel,RM,13266650
3790,T Nagar,1547,2010-12-21,117,1,1,4,AdjLand,1,1973-12-30,House,NoSewr,Gravel,RM,13597890
3791,Adyar,927,2012-02-05,175,1,1,3,Family,0,2006-04-05,Commercial,AllPub,Paved,C,10431690
3792,Anna Nagar,1966,2009-09-20,176,2,1,5,Partial,0,1976-09-28,House,ELO,NoAccess,RL,11752460
3793,KK Nagar,1541,2010-03-10,35,2,1,4,AdjLand,0,1993-07-10,Commercial,NoSeWa,Gravel,RL,13945940
3794,Velachery,1978,2004-03-14,20,3,2,5,Partial,1,1955-03-27,Others,NoSeWa,NoAccess,RL,10699280
3795,Karapakkam,1208,2010-11-22,36,1,1,3,Family,1,1986-11-28,Commercial,ELO,Gravel,RH,10895000
3796,Karapakkam,659,2009-08-26,16,1,1,2,AdjLand,0,1989-08-31,House,ELO,Gravel,RH,5882500
3797,T Nagar,1834,2007-11-09,159,2,1,5,AdjLand,0,1998-09-13,House,AllPub,Paved,RM,13990830
3798,Chrompet,792,2010-12-29,131,1,1,2,Normal Sale,1,2002-12-31,Others,NoSewr,Paved,RH,8344040
3799,Chrompet,1262,2014-05-18,189,2,1,4,AdjLand,0,1987-05-25,Others,NoSewr,Paved,RM,10773390
3800,Chrompet,767,2012-06-14,48,1,1,2,AbNormal,1,1978-06-23,Others,NoSewr,Gravel,RH,8320290
3801,Karapakkam,1225,2010-11-04,186,1,1,3,Family,0,1975-04-20,Others,NoSeWa,NoAccess,A,4243125
3802,Chrompet,732,2011-03-07,96,1,1,2,AbNormal,1,2007-04-07,House,ELO,Gravel,RH,7978600
3803,Karapakkam,1647,2011-04-30,170,2,2,4,AbNormal,1,1989-05-05,Others,NoSewr,Gravel,RM,11117625
3804,KK Nagar,1344,2010-09-15,163,2,1,4,Normal Sale,1,2001-09-17,House,AllPub,Paved,RH,8991380
3805,Adyar,807,2011-04-29,68,1,1,3,Family,1,1987-05-05,Others,ELO,Paved,C,7081160
3806,Karapakkam,631,2011-11-21,46,1,1,2,Normal Sale,1,1989-11-26,Commercial,AllPub,Gravel,RH,8269500
3807,T Nagar,1775,2008-07-24,117,1,1,4,Normal Sale,1,1986-07-30,House,ELO,Paved,RH,12397590
3808,Adyar,753,2009-08-19,22,1,1,2,AdjLand,1,1980-08-26,House,AllPub,NoAccess,A,5716935
3809,KK Nagar,1952,2012-01-25,9,3,2,5,Partial,1,1993-01-29,House,NoSeWa,Gravel,RL,11148980
3810,Chrompet,1021,2009-08-05,4,1,1,3,AbNormal,1,1993-12-05,House,AllPub,Gravel,RH,9320800
3811,Chrompet,1126,2007-02-28,194,1,1,3,AbNormal,1,1984-05-03,House,ELO,Gravel,RH,9282050
3812,KK Nagar,2397,2010-03-03,5,4,2,6,Partial,1,1996-06-03,House,NoSewr,Gravel,RL,12753880
3813,Chrompet,1059,2007-07-09,199,1,1,3,AbNormal,1,1980-09-13,Commercial,ELO,Gravel,RM,14246650
3814,KK Nagar,1625,2010-03-30,82,2,1,4,AbNormal,1,1980-06-04,House,AllPub,Gravel,RH,9902600
3815,Karapakkam,1080,2011-04-21,12,1,1,3,Family,1,2005-04-22,Commercial,AllPub,Gravel,I,10254500
3816,KK Nagar,2254,2012-03-02,195,4,2,6,Partial,1,2004-05-02,Others,AllPub,Paved,RH,12428040
3817,Velachery,1696,2004-07-24,189,2,1,4,Partial,0,1995-07-27,Commercial,ELO,Gravel,I,13594630
3818,Velachery,1943,2008-10-12,68,3,2,5,AdjLand,0,1968-12-20,Others,ELO,Gravel,RH,10774250
3819,KK Nagar,1499,2010-11-26,85,2,1,4,Partial,0,1999-11-29,Commercial,NoSeWa,Paved,RM,13324620
3820,Velachery,1782,2006-06-20,179,2,1,4,AdjLand,1,1980-06-26,Commercial,NoSeWa,Gravel,A,14471520
3821,Anna Nagar,1505,2010-05-13,174,1,1,4,Partial,0,1991-05-18,Commercial,AllPub,NoAccess,RM,17242780
3822,KK Nagar,2050,2010-04-27,191,3,2,5,Family,1,1997-04-30,Commercial,NoSeWa,Gravel,RH,16814260
3823,Anna Nagar,1665,2013-04-30,40,1,1,4,AdjLand,1,1969-11-05,House,NoSewr,Gravel,RH,12639580
3824,Karapakkam,1391,2009-10-12,115,2,2,4,Partial,1,1983-12-17,House,NoSewr,Paved,C,6642000
3825,Anna Nagar,1797,2013-10-18,24,1,1,4,Partial,1,1970-10-29,House,NoSewr,Gravel,RL,13049510
3826,T Nagar,1514,2014-07-23,185,1,1,4,AbNormal,0,1986-07-30,Commercial,AllPub,NoAccess,RL,16835310
3827,Adyar,786,2008-04-17,118,1,1,2,Family,1,1998-04-20,Others,AllPub,Gravel,RM,10371250
3828,Velachery,1991,2011-03-12,48,3,2,5,Family,1,1973-12-12,Commercial,ELO,NoAccess,A,13805110
3829,Velachery,1814,2012-02-13,196,3,2,5,AbNormal,0,2005-02-14,Commercial,AllPub,Gravel,A,13975040
3830,Karapakkam,504,2010-12-13,130,1,1,2,Family,0,1982-12-20,Others,NoSeWa,Gravel,A,3454000
3831,Adyar,1215,2011-03-23,125,2,2,4,AbNormal,1,2000-03-25,Commercial,NoSewr,Gravel,RM,16693265
3832,T Nagar,1934,2011-12-12,183,2,1,5,AbNormal,0,1985-12-18,House,NoSewr,Gravel,RM,14154820
3833,KK Nagar,1691,2011-04-03,170,2,1,4,Normal Sale,1,1981-11-03,Commercial,NoSeWa,Paved,RL,14691200
3834,Chrompet,1294,2013-01-11,12,2,1,4,Family,1,1999-05-11,Commercial,NoSeWa,Paved,RM,15704500
3835,KK Nagar,2268,2009-09-28,194,4,2,6,Partial,0,1997-01-10,Others,NoSeWa,Gravel,RH,11645200
3836,Karapakkam,615,2012-02-27,61,1,1,2,Family,0,1993-03-03,Commercial,AllPub,Paved,RL,7284250
3837,Karapakkam,1640,2010-08-26,15,2,2,4,AbNormal,1,1993-08-30,Others,AllPub,Gravel,RH,10169750
3838,Chrompet,832,2012-01-30,176,1,1,3,Normal Sale,0,2002-01-02,Others,ELO,Gravel,RM,9252340
3839,Anna Nagar,1919,2007-05-19,5,2,1,5,Family,0,1970-05-28,House,ELO,NoAccess,RM,12308240
3840,Velachery,1788,2006-06-09,164,2,1,4,Family,0,1989-10-09,Others,ELO,Gravel,I,9689440
3841,T Nagar,1674,2007-05-21,127,1,1,4,Normal Sale,1,1967-05-31,Others,ELO,Gravel,RH,13280420
3842,Chrompet,723,2007-05-16,12,1,1,2,Normal Sale,0,1969-05-25,Others,NoSeWa,Paved,RM,7603010
3843,Adyar,990,2007-04-04,167,1,1,3,AdjLand,0,1983-10-04,Commercial,NoSeWa,Gravel,A,10631860
3844,KK Nagar,2219,2008-06-04,73,3,2,5,AbNormal,0,1987-12-04,Commercial,NoSeWa,Gravel,RL,17449820
3845,Adyar,1167,2008-09-27,193,1,1,3,AbNormal,0,1973-06-10,House,AllPub,Paved,I,7904525
3846,T Nagar,1566,2011-07-20,85,1,1,4,AbNormal,0,1983-07-27,Commercial,NoSeWa,NoAccess,RL,17187060
3847,Chrompet,1053,2014-02-11,195,1,1,3,Family,1,2010-03-11,Others,NoSeWa,NoAccess,RM,10137210
3848,Velachery,1781,2004-10-14,9,2,1,4,AbNormal,0,1949-10-28,Commercial,AllPub,Gravel,C,13206150
3849,KK Nagar,2470,2008-09-21,188,4,2,6,AdjLand,0,1979-09-29,Others,NoSewr,Gravel,RH,12792980
3850,Velachery,1612,2011-06-16,21,2,1,4,Normal Sale,0,1997-06-19,Others,ELO,Gravel,C,8690980
3851,KK Nagar,1418,2010-12-11,73,2,1,4,Family,1,1993-11-16,House,NoSewr,Paved,RH,8878740
3852,Chrompet,1032,2010-04-26,192,1,1,3,AbNormal,1,1979-04-05,House,AllPub,Gravel,RL,9629850
3853,Karapakkam,1430,2011-05-18,69,2,2,4,Family,1,1978-05-26,Commercial,AllPub,Paved,RM,12919750
3854,Chrompet,812,2011-02-09,51,1,1,3,Partial,1,2002-04-09,Commercial,ELO,Gravel,RM,12347950
3855,Karapakkam,571,2011-07-09,0,1,1,2,AdjLand,1,1995-11-09,House,AllPub,Paved,A,4627500
3856,Velachery,1709,2008-01-21,187,2,1,4,Family,1,1982-01-27,Commercial,AllPub,Paved,C,13822920
3857,Chrompet,1128,2012-10-24,141,1,1,3,Family,0,1977-02-11,Commercial,AllPub,NoAccess,RL,12072650
3858,KK Nagar,1731,2010-01-03,156,2,1,4,AdjLand,0,2003-03-03,Others,AllPub,Gravel,RL,11270960
3859,Velachery,1620,2010-07-01,170,2,1,4,Partial,1,1997-10-01,Commercial,AllPub,NoAccess,RH,13957610
3860,Velachery,1581,2010-01-02,140,2,1,4,Family,1,2000-04-02,Commercial,AllPub,NoAccess,I,13356200
3861,Anna Nagar,1672,2014-10-14,132,1,1,4,AbNormal,1,1997-10-18,Others,NoSewr,Paved,RM,14477850
3862,Chrompet,1266,2014-04-20,86,2,1,4,Partial,1,1985-04-27,House,ELO,Paved,RH,9077550
3863,Chrompet,1298,2014-06-20,34,2,1,4,Normal Sale,1,1989-06-26,Others,NoSeWa,Gravel,RM,11998010
3864,T Nagar,1952,2007-06-22,105,2,1,5,Family,1,1962-03-07,House,ELO,Paved,RM,13942350
3865,KK Nagar,2386,2011-04-26,169,4,2,6,Partial,1,1988-01-05,Others,NoSeWa,Paved,RL,12941380
3866,Chrompet,1058,2007-07-12,61,1,1,3,Family,1,1985-12-12,House,NoSewr,Paved,RH,8598500
3867,Adyar,987,2009-10-23,95,1,1,3,AdjLand,1,1994-10-27,House,ELO,Paved,RH,9200725
3868,Karapakkam,1256,2011-06-10,198,1,1,3,Normal Sale,0,1999-09-10,Commercial,NoSeWa,NoAccess,RH,9393000
3869,KK Nagar,1824,2011-06-16,143,3,2,5,AbNormal,0,2004-06-17,Commercial,NoSewr,Paved,RL,15122540
3870,Velachery,1752,2011-12-07,70,2,1,4,Family,0,1987-07-18,Others,AllPub,NoAccess,I,8535580
3871,Adyar,796,2009-12-08,68,1,1,2,AdjLand,1,1999-08-15,Commercial,ELO,NoAccess,C,9737150
3872,Chrompet,1031,2012-07-20,40,1,1,3,AdjLand,0,1972-07-30,Others,ELO,Paved,RM,9241670
3873,Chrompet,1114,2012-08-12,60,1,1,3,Family,1,2006-10-12,House,NoSeWa,Paved,RL,9688300
3874,Anna Nagar,1567,2008-08-04,179,1,1,4,AdjLand,0,1965-04-19,Others,NoSeWa,NoAccess,RL,11630020
3875,Adyar,1282,2007-09-29,164,2,2,4,AbNormal,1,1980-05-10,Others,ELO,Gravel,A,9301605
3876,Chrompet,957,2013-05-13,81,1,1,3,Family,1,1991-05-19,Others,NoSewr,NoAccess,RH,8292190
3877,T Nagar,1510,2013-03-06,14,1,1,4,Partial,0,1980-11-06,Commercial,AllPub,Paved,RH,16300260
3878,Karapakkam,1005,2009-07-19,150,1,1,3,Partial,1,2001-07-21,Others,NoSewr,Paved,RH,7525375
3879,Velachery,1824,2004-01-06,123,3,2,5,Normal Sale,0,1973-09-06,House,AllPub,NoAccess,A,6911070
3880,Chrompet,837,2006-12-10,172,1,1,3,Normal Sale,1,1988-10-16,Commercial,NoSewr,NoAccess,RH,10563700
3881,Adyar,1103,2010-03-14,44,1,1,3,Family,0,1999-03-17,House,NoSeWa,Paved,I,7693965
3882,Karapakkam,1386,2010-07-20,97,2,2,4,Family,0,2005-07-21,Others,NoSeWa,Paved,RL,8418500
3883,Velachery,1588,2006-02-06,80,2,1,4,Family,1,1961-06-13,Commercial,AllPub,NoAccess,A,11516250
3884,Chrompet,792,2014-08-27,59,1,1,2,Family,0,1979-05-09,Commercial,NoSewr,Paved,RM,10567050
3885,Chrompet,1241,2008-09-26,152,2,1,4,Partial,1,1973-05-10,House,NoSeWa,NoAccess,RL,8939050
3886,KK Nagar,1571,2009-04-17,1,2,1,4,AdjLand,1,1998-04-20,Others,NoSeWa,Paved,RM,11648840
3887,Chrompet,770,2010-07-07,132,1,1,2,Partial,0,1977-07-15,Commercial,NoSeWa,NoAccess,RL,8883750
3888,Anna Nagar,1707,2012-11-18,133,1,1,4,AbNormal,0,1970-11-29,Commercial,NoSewr,NoAccess,RH,17363590
3889,T Nagar,1840,2013-06-02,55,2,1,5,Normal Sale,1,1972-02-17,House,NoSewr,Gravel,RM,14477820
3890,Karapakkam,972,2009-12-31,35,1,1,3,Normal Sale,0,1967-11-01,Others,ELO,Gravel,RH,6399750
3891,Adyar,1000,2010-06-26,33,1,1,3,AbNormal,0,1992-06-30,Others,ELO,NoAccess,RL,8348770
3892,T Nagar,1888,2007-10-01,152,2,1,5,Family,1,1969-01-19,House,NoSeWa,Gravel,RL,13764960
3893,Karapakkam,557,2010-07-24,29,1,1,2,Partial,1,1973-02-08,Others,AllPub,NoAccess,A,3210125
3894,Chrompet,1180,2007-12-03,16,1,1,3,Partial,0,1980-03-18,Others,NoSeWa,Gravel,RH,8889850
3895,Chrompet,1219,2008-04-22,124,2,1,4,Partial,1,2004-04-23,Others,ELO,NoAccess,RL,9951030
3896,Karapakkam,943,2009-07-26,145,1,1,3,Normal Sale,1,1983-02-08,Commercial,AllPub,Paved,I,8776500
3897,Chrompet,1133,2011-07-19,96,1,1,3,Family,1,1995-07-23,House,NoSeWa,Gravel,RH,9468000
3898,Adyar,1153,2012-01-05,178,1,1,3,AdjLand,1,1988-07-05,House,NoSeWa,Gravel,A,8350260
3899,Velachery,1618,2005-10-10,30,2,1,4,AdjLand,1,1975-10-18,Commercial,AllPub,Gravel,RM,16354300
3900,Karapakkam,1246,2012-01-29,31,1,1,3,Family,1,1974-07-02,Commercial,NoSeWa,NoAccess,A,7957500
3901,KK Nagar,2389,2009-08-27,109,4,2,6,Family,0,1982-03-09,Commercial,NoSeWa,Paved,RM,18402940
3902,KK Nagar,2227,2008-09-14,163,4,2,6,Normal Sale,0,2002-09-16,House,NoSeWa,Paved,RM,11820720
3903,Anna Nagar,1853,2013-11-14,42,2,1,5,AbNormal,1,1983-11-22,House,NoSeWa,Gravel,RL,13761350
3904,Chrompet,926,2013-11-24,13,1,1,3,Partial,0,1986-01-12,Commercial,ELO,Gravel,RM,11939850
3905,T Nagar,1517,2011-05-28,191,1,1,4,AdjLand,0,1986-03-06,Others,NoSeWa,NoAccess,RL,11712660
3906,KK Nagar,1721,2009-04-22,61,2,1,4,AdjLand,0,1987-04-28,House,AllPub,Paved,RH,9225240
3907,Karapakkam,1231,2011-01-04,126,1,1,3,Normal Sale,0,1993-05-04,House,AllPub,Gravel,A,5711000
3908,Karapakkam,1090,2010-12-23,34,1,1,3,AdjLand,1,1961-04-01,House,AllPub,NoAccess,A,4876500
3909,Velachery,1590,2007-05-02,56,2,1,4,AbNormal,1,1998-07-02,Commercial,NoSewr,NoAccess,RH,13925230
3910,Karapakkam,1353,2011-10-08,183,2,2,4,AbNormal,1,1977-08-18,Others,ELO,Paved,I,7507375
3911,Anna Nagar,1610,2007-12-19,185,1,1,4,AbNormal,1,1978-12-26,Others,ELO,Gravel,RL,13545830
3912,T Nagar,1883,2010-02-24,148,2,1,5,Normal Sale,1,1981-03-03,Others,NoSewr,Paved,RL,14866620
3913,Chrompet,1029,2008-08-28,178,1,1,3,Normal Sale,1,1979-05-09,Commercial,ELO,Gravel,RL,13376150
3914,Chrompet,1285,2006-12-21,187,2,1,4,AdjLand,1,1977-12-28,House,AllPub,Gravel,RM,11819950
3915,Adyar,1210,2010-05-24,175,2,2,4,AbNormal,1,1975-02-06,Commercial,NoSewr,NoAccess,C,12495925
3916,Karapakkam,774,2010-03-12,153,1,1,2,AdjLand,0,1971-12-13,House,NoSewr,Gravel,A,4182250
3917,Chrompet,940,2012-04-01,135,1,1,3,AbNormal,0,2008-05-01,Others,ELO,Gravel,RL,9064800
3918,Velachery,1893,2006-11-09,70,3,2,5,Family,1,1975-09-19,Others,NoSewr,Paved,C,9995770
3919,Chrompet,857,2006-12-19,29,1,1,3,AdjLand,0,1976-12-26,House,ELO,Gravel,RH,7377300
3920,T Nagar,1563,2008-12-24,114,1,1,4,AbNormal,0,2002-12-26,Others,NoSeWa,NoAccess,RH,11277710
3921,Velachery,1634,2008-06-16,73,2,1,4,AbNormal,0,1992-06-20,Others,AllPub,Paved,RH,9643920
3922,KK Nagar,1483,2008-10-14,161,2,1,4,Normal Sale,0,1989-10-19,House,NoSewr,Paved,RL,8756780
3923,T Nagar,1902,2007-05-05,173,2,1,5,Partial,1,1994-08-05,Commercial,AllPub,Gravel,RH,21789460
3924,T Nagar,1638,2014-03-21,4,1,1,4,AdjLand,1,1977-03-30,Others,AllPub,Gravel,RH,13906030
3925,Anna Nagar,1877,2007-03-04,4,2,1,5,Partial,1,1981-09-04,Commercial,AllPub,Gravel,RL,21810920
3926,Chrompet,751,2009-07-25,162,1,1,2,AbNormal,1,1992-07-29,Others,ELO,NoAccess,RM,8484620
3927,KK Nagar,1873,2008-07-26,130,3,2,5,AbNormal,0,1985-01-08,Commercial,NoSeWa,Gravel,RL,15494260
3928,Chrompet,1021,2007-08-14,73,1,1,3,AdjLand,1,1982-08-20,House,AllPub,NoAccess,RH,8387750
3929,Karapakkam,1448,2011-06-09,93,2,2,4,Family,1,1987-12-09,Commercial,NoSeWa,Gravel,RM,13435000
3930,Karapakkam,720,2010-04-30,34,1,1,2,Normal Sale,0,1971-10-05,Others,NoSeWa,Gravel,RL,6352250
3931,Anna Nagar,1514,2011-07-24,151,1,1,4,Family,0,1983-07-31,Others,AllPub,Gravel,RL,12279230
3932,KK Nagar,2347,2010-08-30,90,4,2,6,Partial,0,1983-06-09,Others,NoSeWa,Gravel,RM,12885880
3933,KK Nagar,1816,2010-01-10,170,3,2,5,Partial,1,1984-07-10,House,NoSeWa,Paved,RM,10764320
3934,Velachery,1615,2008-03-01,29,2,1,4,Normal Sale,1,1970-12-01,Others,NoSeWa,Paved,A,8092310
3935,Velachery,1941,2006-04-28,138,3,2,5,AbNormal,0,1981-04-05,Others,AllPub,Gravel,RH,11014650
3936,KK Nagar,2227,2009-09-17,51,4,2,6,Normal Sale,1,2001-09-19,House,AllPub,Paved,RL,12334760
3937,Chrompet,1119,2015-01-15,13,1,1,3,Partial,1,1986-01-22,Commercial,ELO,NoAccess,RM,13267150
3938,Chrompet,885,2010-01-22,16,1,1,3,AbNormal,0,1975-01-31,Others,ELO,Paved,RM,8414700
3939,Karapakkam,1417,2010-08-21,29,2,2,4,AdjLand,1,1973-08-30,Commercial,NoSewr,Paved,RL,12304750
3940,Adyar,1278,2008-01-16,175,2,2,4,Partial,1,1971-01-25,House,NoSeWa,NoAccess,RL,9448455
3941,Chrompet,1050,2011-10-01,14,1,1,3,AdjLand,1,1991-01-15,Others,NoSewr,Gravel,RM,11284700
3942,T Nagar,1706,2011-05-25,29,1,1,4,Normal Sale,1,1969-04-06,Others,NoSewr,Paved,RH,13094870
3943,Karapakkam,774,2010-12-10,111,1,1,2,Family,0,1969-10-22,Commercial,NoSewr,Gravel,C,6353750
3944,Anna Nagar,1751,2013-10-25,183,1,1,4,Family,1,1994-10-30,House,ELO,Paved,RM,13331980
3945,Karapakkam,729,2010-02-24,161,1,1,2,AdjLand,1,1986-02-03,Others,NoSeWa,Gravel,I,6678875
3946,Chrompet,1142,2010-11-29,59,1,1,3,Partial,1,1982-06-12,House,AllPub,Paved,RM,10065600
3947,Velachery,1668,2007-08-07,192,2,1,4,AbNormal,1,1964-07-18,House,NoSeWa,Paved,RH,9150510
3948,Chrompet,857,2013-04-18,77,1,1,3,Family,0,2005-04-20,Commercial,AllPub,Gravel,RM,12232800
3949,Velachery,1774,2004-11-12,190,2,1,4,Family,0,1985-12-16,Commercial,ELO,Gravel,I,14103230
3950,Chrompet,897,2010-05-18,71,1,1,3,AbNormal,1,1988-05-23,Others,ELO,Gravel,RH,8957390
3951,T Nagar,1838,2009-04-14,139,2,1,5,Family,0,1995-04-18,Commercial,NoSewr,Paved,RL,20241530
3952,Adyar,1000,2007-08-27,189,1,1,3,Family,1,1992-08-30,Others,ELO,Gravel,A,8080925
3953,Karapakkam,1209,2011-10-12,9,1,1,3,Partial,0,1969-12-20,Others,AllPub,NoAccess,RL,6567375
3954,Chrompet,858,2008-02-09,135,1,1,3,Partial,1,1989-07-09,Commercial,NoSewr,NoAccess,RH,10335050
3955,Adyar,767,2010-07-26,191,1,1,2,Normal Sale,1,2003-07-28,House,AllPub,NoAccess,RM,9045605
3956,T Nagar,1624,2013-06-16,98,1,1,4,Family,1,1970-06-27,Others,AllPub,Paved,RL,13234330
3957,Karapakkam,579,2011-10-11,7,1,1,2,Normal Sale,0,1975-11-19,Others,AllPub,Gravel,I,5032625
3958,Adyar,881,2011-06-02,182,1,1,3,Family,1,1997-09-02,Commercial,AllPub,NoAccess,RM,12724510
3959,Chrompet,722,2008-11-28,148,1,1,2,Family,1,1981-05-12,House,ELO,Paved,RH,6888450
3960,Velachery,1837,2009-10-04,75,3,2,5,Normal Sale,0,1991-04-15,Others,NoSewr,Paved,RM,11411760
